vin,model,segment,color,trim_level,engine_type,assembly_date,assembly_shift,assembly_line,target_market,planned_delivery_date,msrp_usd,production_sequence,quality_gate_passed
VIN112386,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-08-22T00:00:00,day,Line_2,Export,2024-09-16T00:00:00,69080,12386,True
VIN112387,SportSedan-S2,Mid-size,White,Base,Hybrid,2024-02-20T00:00:00,day,Line_2,Premium Export,2024-03-31T00:00:00,65919,12387,True
VIN112388,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-08-07T00:00:00,evening,Line_2,Export,2024-09-04T00:00:00,74409,12388,True
VIN112389,CityHatch-C5,Compact,Blue,Base,ICE,2024-07-16T00:00:00,evening,Line_1,Domestic,2024-08-18T00:00:00,63431,12389,False
VIN112390,EcoSedan-X1,Compact,Other,Sport,Hybrid,2024-08-02T00:00:00,day,Line_1,Export,2024-09-03T00:00:00,69841,12390,True
VIN112391,CityHatch-C5,Compact,White,Base,ICE,2024-04-13T00:00:00,day,Line_2,Domestic,2024-05-03T00:00:00,45193,12391,True
VIN112392,WorkTruck-T6,Commercial,Black,Luxury,ICE,2024-08-15T00:00:00,evening,Line_2,Domestic,2024-08-31T00:00:00,50219,12392,True
VIN112393,EcoSedan-X1,Compact,Red,Luxury,ICE,2024-07-23T00:00:00,evening,Line_1,Export,2024-08-09T00:00:00,89787,12393,True
VIN112394,CityHatch-C5,Compact,White,Base,Hybrid,2024-11-14T00:00:00,evening,Line_1,Domestic,2024-12-17T00:00:00,48161,12394,True
VIN112395,WorkTruck-T6,Commercial,Black,Base,ICE,2024-05-06T00:00:00,evening,Line_1,Domestic,2024-06-02T00:00:00,99110,12395,True
VIN112396,SportSedan-S2,Mid-size,White,Luxury,ICE,2024-10-11T00:00:00,evening,Line_2,Domestic,2024-10-27T00:00:00,88357,12396,True
VIN112397,CityHatch-C5,Compact,White,Base,ICE,2024-01-05T00:00:00,day,Line_2,Domestic,2024-02-08T00:00:00,81410,12397,True
VIN112398,CityHatch-C5,Compact,Gray,Base,Hybrid,2024-11-02T00:00:00,evening,Line_1,Domestic,2024-12-08T00:00:00,52425,12398,True
VIN112399,SportSedan-S2,Mid-size,Black,Premium,ICE,2024-10-03T00:00:00,evening,Line_2,Domestic,2024-11-16T00:00:00,61489,12399,True
VIN112400,EcoSedan-X1,Compact,Black,Base,ICE,2024-12-14T00:00:00,day,Line_2,Export,2025-01-25T00:00:00,53858,12400,True
VIN112401,SportSedan-S2,Mid-size,Silver,Luxury,Hybrid,2024-11-06T00:00:00,evening,Line_2,Domestic,2024-12-01T00:00:00,55719,12401,True
VIN112402,EcoSedan-X1,Compact,Gray,Luxury,ICE,2024-12-29T00:00:00,night,Line_1,Export,2025-01-21T00:00:00,85458,12402,True
VIN112403,WorkTruck-T6,Commercial,Silver,Luxury,ICE,2024-11-02T00:00:00,day,Line_2,Domestic,2024-11-20T00:00:00,59586,12403,False
VIN112404,FamilySUV-M3,SUV,White,Luxury,ICE,2024-09-30T00:00:00,evening,Line_2,Domestic,2024-11-13T00:00:00,103022,12404,True
VIN112405,CityHatch-C5,Compact,Black,Base,ICE,2024-02-03T00:00:00,night,Line_1,Domestic,2024-03-09T00:00:00,88115,12405,True
VIN112406,FamilySUV-M3,SUV,White,Base,Electric,2024-09-25T00:00:00,night,Line_2,Domestic,2024-10-30T00:00:00,93293,12406,True
VIN112407,CityHatch-C5,Compact,Silver,Base,ICE,2024-12-24T00:00:00,night,Line_2,Domestic,2025-02-04T00:00:00,39435,12407,True
VIN112408,LuxurySUV-L4,Premium SUV,Red,Luxury,Hybrid,2024-05-16T00:00:00,evening,Line_1,Premium Export,2024-06-17T00:00:00,58411,12408,True
VIN112409,EcoSedan-X1,Compact,White,Base,ICE,2024-01-01T00:00:00,evening,Line_2,Export,2024-01-22T00:00:00,90164,12409,True
VIN112410,CityHatch-C5,Compact,Silver,Sport,ICE,2024-08-25T00:00:00,evening,Line_2,Domestic,2024-09-13T00:00:00,78770,12410,True
VIN112411,EcoSedan-X1,Compact,Silver,Sport,ICE,2024-04-14T00:00:00,evening,Line_1,Export,2024-05-20T00:00:00,54611,12411,True
VIN112412,WorkTruck-T6,Commercial,White,Base,Hybrid,2024-01-06T00:00:00,evening,Line_2,Commercial Export,2024-02-03T00:00:00,100234,12412,True
VIN112413,LuxurySUV-L4,Premium SUV,White,Base,ICE,2024-08-24T00:00:00,night,Line_2,Premium Export,2024-09-18T00:00:00,74759,12413,True
VIN112414,SportSedan-S2,Mid-size,White,Base,Hybrid,2024-02-12T00:00:00,night,Line_2,Premium Export,2024-03-14T00:00:00,79710,12414,True
VIN112415,EcoSedan-X1,Compact,White,Base,ICE,2024-09-16T00:00:00,evening,Line_1,Domestic,2024-10-30T00:00:00,75466,12415,True
VIN112416,FamilySUV-M3,SUV,Gray,Premium,ICE,2024-06-10T00:00:00,day,Line_2,Export,2024-06-27T00:00:00,71458,12416,True
VIN112417,EcoSedan-X1,Compact,Silver,Sport,Hybrid,2024-12-03T00:00:00,day,Line_2,Domestic,2025-01-14T00:00:00,43603,12417,True
VIN112418,FamilySUV-M3,SUV,Black,Base,ICE,2024-08-23T00:00:00,day,Line_1,Export,2024-09-29T00:00:00,60551,12418,True
VIN112419,CityHatch-C5,Compact,White,Luxury,ICE,2024-12-01T00:00:00,night,Line_2,Domestic,2025-01-07T00:00:00,52032,12419,True
VIN112420,EcoSedan-X1,Compact,Black,Base,ICE,2024-07-24T00:00:00,day,Line_2,Domestic,2024-08-20T00:00:00,63647,12420,True
VIN112421,CityHatch-C5,Compact,White,Sport,ICE,2024-03-09T00:00:00,evening,Line_2,Domestic,2024-04-03T00:00:00,61175,12421,True
VIN112422,EcoSedan-X1,Compact,Red,Sport,Electric,2024-08-30T00:00:00,evening,Line_1,Domestic,2024-10-05T00:00:00,62564,12422,True
VIN112423,WorkTruck-T6,Commercial,White,Sport,ICE,2024-11-27T00:00:00,night,Line_2,Domestic,2025-01-04T00:00:00,98147,12423,True
VIN112424,SportSedan-S2,Mid-size,White,Base,Hybrid,2024-06-06T00:00:00,day,Line_1,Domestic,2024-07-13T00:00:00,89422,12424,True
VIN112425,FamilySUV-M3,SUV,Red,Sport,ICE,2024-08-02T00:00:00,day,Line_1,Domestic,2024-09-10T00:00:00,51728,12425,True
VIN112426,FamilySUV-M3,SUV,Red,Sport,ICE,2024-07-04T00:00:00,evening,Line_2,Domestic,2024-08-14T00:00:00,72779,12426,True
VIN112427,CityHatch-C5,Compact,White,Sport,ICE,2024-01-05T00:00:00,evening,Line_1,Domestic,2024-02-13T00:00:00,72436,12427,True
VIN112428,CityHatch-C5,Compact,White,Base,ICE,2024-11-28T00:00:00,evening,Line_2,Domestic,2024-12-12T00:00:00,72355,12428,True
VIN112429,SportSedan-S2,Mid-size,Black,Sport,ICE,2024-05-14T00:00:00,evening,Line_2,Domestic,2024-06-21T00:00:00,87987,12429,True
VIN112430,CityHatch-C5,Compact,Black,Sport,ICE,2024-10-10T00:00:00,evening,Line_1,Domestic,2024-11-11T00:00:00,41637,12430,True
VIN112431,LuxurySUV-L4,Premium SUV,Red,Luxury,Electric,2024-12-08T00:00:00,night,Line_1,Premium Export,2024-12-24T00:00:00,67055,12431,True
VIN112432,EcoSedan-X1,Compact,Gray,Luxury,ICE,2024-07-25T00:00:00,night,Line_2,Export,2024-09-02T00:00:00,66450,12432,True
VIN112433,CityHatch-C5,Compact,White,Base,ICE,2024-03-06T00:00:00,night,Line_1,Domestic,2024-04-09T00:00:00,71698,12433,True
VIN112434,CityHatch-C5,Compact,Green,Sport,ICE,2024-02-07T00:00:00,day,Line_1,Domestic,2024-03-02T00:00:00,51142,12434,True
VIN112435,EcoSedan-X1,Compact,Silver,Luxury,Hybrid,2024-09-02T00:00:00,evening,Line_1,Export,2024-10-15T00:00:00,47434,12435,True
VIN112436,SportSedan-S2,Mid-size,Black,Sport,ICE,2024-07-21T00:00:00,evening,Line_1,Premium Export,2024-08-24T00:00:00,108249,12436,True
VIN112437,SportSedan-S2,Mid-size,Red,Base,ICE,2024-01-22T00:00:00,day,Line_1,Premium Export,2024-02-08T00:00:00,95684,12437,True
VIN112438,FamilySUV-M3,SUV,Black,Base,Hybrid,2024-11-06T00:00:00,day,Line_2,Domestic,2024-12-19T00:00:00,81454,12438,True
VIN112439,CityHatch-C5,Compact,White,Sport,ICE,2024-12-21T00:00:00,evening,Line_1,Domestic,2025-01-16T00:00:00,76108,12439,True
VIN112440,CityHatch-C5,Compact,Red,Sport,ICE,2024-02-02T00:00:00,day,Line_1,Domestic,2024-02-21T00:00:00,83975,12440,True
VIN112441,EcoSedan-X1,Compact,Black,Luxury,Hybrid,2024-04-27T00:00:00,day,Line_2,Domestic,2024-05-18T00:00:00,71594,12441,True
VIN112442,WorkTruck-T6,Commercial,White,Sport,ICE,2024-05-07T00:00:00,day,Line_1,Domestic,2024-05-25T00:00:00,70827,12442,True
VIN112443,LuxurySUV-L4,Premium SUV,White,Base,ICE,2024-07-17T00:00:00,day,Line_1,Premium Export,2024-08-13T00:00:00,107344,12443,True
VIN112444,SportSedan-S2,Mid-size,Black,Sport,ICE,2024-04-10T00:00:00,evening,Line_1,Domestic,2024-05-08T00:00:00,99032,12444,True
VIN112445,EcoSedan-X1,Compact,White,Base,ICE,2024-03-10T00:00:00,night,Line_1,Domestic,2024-03-25T00:00:00,61731,12445,True
VIN112446,FamilySUV-M3,SUV,Silver,Base,Hybrid,2024-07-15T00:00:00,night,Line_1,Domestic,2024-07-31T00:00:00,47279,12446,True
VIN112447,WorkTruck-T6,Commercial,Black,Base,ICE,2024-09-07T00:00:00,evening,Line_2,Domestic,2024-09-26T00:00:00,42195,12447,True
VIN112448,EcoSedan-X1,Compact,Black,Base,ICE,2024-01-07T00:00:00,evening,Line_2,Export,2024-02-14T00:00:00,44015,12448,True
VIN112449,EcoSedan-X1,Compact,Blue,Luxury,Hybrid,2024-07-14T00:00:00,night,Line_1,Domestic,2024-08-17T00:00:00,70786,12449,True
VIN112450,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-07-25T00:00:00,day,Line_2,Premium Export,2024-08-19T00:00:00,83010,12450,True
VIN112451,LuxurySUV-L4,Premium SUV,Gray,Luxury,ICE,2024-01-23T00:00:00,night,Line_1,Premium Export,2024-03-02T00:00:00,96171,12451,True
VIN112452,EcoSedan-X1,Compact,Black,Premium,ICE,2024-05-20T00:00:00,day,Line_1,Domestic,2024-06-29T00:00:00,61241,12452,True
VIN112453,FamilySUV-M3,SUV,White,Premium,ICE,2024-10-07T00:00:00,day,Line_1,Export,2024-11-10T00:00:00,83724,12453,True
VIN112454,EcoSedan-X1,Compact,Blue,Sport,Hybrid,2024-04-17T00:00:00,night,Line_2,Domestic,2024-05-04T00:00:00,44965,12454,True
VIN112455,LuxurySUV-L4,Premium SUV,White,Base,ICE,2024-04-15T00:00:00,day,Line_1,Premium Export,2024-05-08T00:00:00,83826,12455,True
VIN112456,SportSedan-S2,Mid-size,Brown,Sport,Hybrid,2024-07-14T00:00:00,night,Line_2,Domestic,2024-08-23T00:00:00,65795,12456,True
VIN112457,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-02-03T00:00:00,evening,Line_2,Domestic,2024-02-21T00:00:00,95948,12457,True
VIN112458,LuxurySUV-L4,Premium SUV,Gray,Sport,Hybrid,2024-05-13T00:00:00,day,Line_2,Premium Export,2024-06-15T00:00:00,108902,12458,True
VIN112459,EcoSedan-X1,Compact,Green,Luxury,ICE,2024-12-10T00:00:00,night,Line_2,Export,2025-01-04T00:00:00,78420,12459,True
VIN112460,FamilySUV-M3,SUV,White,Sport,Hybrid,2024-08-13T00:00:00,night,Line_1,Export,2024-09-06T00:00:00,67099,12460,True
VIN112461,EcoSedan-X1,Compact,Silver,Base,ICE,2024-09-01T00:00:00,day,Line_2,Domestic,2024-09-17T00:00:00,62765,12461,True
VIN112462,WorkTruck-T6,Commercial,Silver,Sport,Hybrid,2024-06-24T00:00:00,evening,Line_1,Commercial Export,2024-07-28T00:00:00,92722,12462,True
VIN112463,FamilySUV-M3,SUV,Black,Sport,ICE,2024-04-04T00:00:00,night,Line_1,Domestic,2024-04-20T00:00:00,103819,12463,True
VIN112464,WorkTruck-T6,Commercial,Black,Premium,ICE,2024-11-23T00:00:00,night,Line_1,Domestic,2025-01-02T00:00:00,54732,12464,True
VIN112465,CityHatch-C5,Compact,Red,Luxury,ICE,2024-04-01T00:00:00,night,Line_2,Domestic,2024-05-03T00:00:00,78641,12465,True
VIN112466,EcoSedan-X1,Compact,Other,Base,Hybrid,2024-11-04T00:00:00,day,Line_1,Domestic,2024-11-30T00:00:00,44620,12466,True
VIN112467,CityHatch-C5,Compact,Black,Luxury,ICE,2024-08-06T00:00:00,night,Line_1,Domestic,2024-08-24T00:00:00,79076,12467,True
VIN112468,CityHatch-C5,Compact,Blue,Base,ICE,2024-10-07T00:00:00,day,Line_2,Domestic,2024-10-28T00:00:00,87122,12468,True
VIN112469,CityHatch-C5,Compact,Gray,Base,Hybrid,2024-06-09T00:00:00,day,Line_2,Domestic,2024-06-25T00:00:00,85730,12469,True
VIN112470,EcoSedan-X1,Compact,Silver,Base,ICE,2024-10-17T00:00:00,evening,Line_1,Export,2024-11-07T00:00:00,69794,12470,True
VIN112471,FamilySUV-M3,SUV,Black,Base,ICE,2024-11-02T00:00:00,day,Line_1,Export,2024-11-16T00:00:00,79900,12471,True
VIN112472,SportSedan-S2,Mid-size,Gray,Sport,Hybrid,2024-12-26T00:00:00,evening,Line_2,Domestic,2025-01-14T00:00:00,61323,12472,True
VIN112473,CityHatch-C5,Compact,Silver,Luxury,Hybrid,2024-01-05T00:00:00,evening,Line_1,Domestic,2024-02-04T00:00:00,55320,12473,True
VIN112474,FamilySUV-M3,SUV,Red,Luxury,ICE,2024-11-21T00:00:00,day,Line_1,Domestic,2024-12-21T00:00:00,91248,12474,True
VIN112475,SportSedan-S2,Mid-size,Silver,Base,Hybrid,2024-07-27T00:00:00,evening,Line_1,Domestic,2024-09-06T00:00:00,76078,12475,True
VIN112476,SportSedan-S2,Mid-size,Brown,Base,ICE,2024-12-26T00:00:00,night,Line_1,Premium Export,2025-01-17T00:00:00,45448,12476,True
VIN112477,WorkTruck-T6,Commercial,Black,Base,ICE,2024-08-25T00:00:00,evening,Line_2,Commercial Export,2024-10-07T00:00:00,78949,12477,True
VIN112478,SportSedan-S2,Mid-size,Black,Base,ICE,2024-01-17T00:00:00,night,Line_1,Domestic,2024-02-22T00:00:00,96515,12478,True
VIN112479,SportSedan-S2,Mid-size,Gray,Sport,ICE,2024-06-08T00:00:00,night,Line_2,Domestic,2024-07-16T00:00:00,59782,12479,True
VIN112480,EcoSedan-X1,Compact,White,Sport,ICE,2024-06-25T00:00:00,night,Line_2,Domestic,2024-08-03T00:00:00,98801,12480,False
VIN112481,WorkTruck-T6,Commercial,Black,Premium,ICE,2024-05-06T00:00:00,evening,Line_1,Commercial Export,2024-06-18T00:00:00,85069,12481,True
VIN112482,LuxurySUV-L4,Premium SUV,Silver,Base,Electric,2024-05-06T00:00:00,day,Line_2,Premium Export,2024-06-01T00:00:00,75466,12482,True
VIN112483,CityHatch-C5,Compact,Gray,Base,ICE,2024-11-22T00:00:00,day,Line_2,Domestic,2024-12-13T00:00:00,73283,12483,True
VIN112484,EcoSedan-X1,Compact,White,Base,Hybrid,2024-10-29T00:00:00,night,Line_2,Export,2024-12-01T00:00:00,67453,12484,True
VIN112485,LuxurySUV-L4,Premium SUV,Green,Luxury,ICE,2024-05-19T00:00:00,day,Line_2,Premium Export,2024-06-28T00:00:00,94145,12485,True
VIN112486,SportSedan-S2,Mid-size,White,Premium,ICE,2024-03-05T00:00:00,night,Line_2,Premium Export,2024-04-11T00:00:00,85206,12486,True
VIN112487,FamilySUV-M3,SUV,Black,Sport,ICE,2024-06-17T00:00:00,evening,Line_1,Export,2024-07-22T00:00:00,83409,12487,True
VIN112488,EcoSedan-X1,Compact,Brown,Sport,ICE,2024-05-12T00:00:00,evening,Line_1,Domestic,2024-05-28T00:00:00,53710,12488,True
VIN112489,EcoSedan-X1,Compact,Silver,Base,ICE,2024-07-03T00:00:00,evening,Line_1,Export,2024-07-29T00:00:00,96752,12489,True
VIN112490,FamilySUV-M3,SUV,Blue,Base,ICE,2024-07-05T00:00:00,day,Line_1,Export,2024-08-11T00:00:00,84955,12490,True
VIN112491,LuxurySUV-L4,Premium SUV,White,Sport,ICE,2024-04-04T00:00:00,night,Line_1,Premium Export,2024-04-24T00:00:00,69879,12491,True
VIN112492,CityHatch-C5,Compact,Silver,Sport,Electric,2024-12-27T00:00:00,night,Line_2,Domestic,2025-01-25T00:00:00,78859,12492,True
VIN112493,CityHatch-C5,Compact,Blue,Sport,ICE,2024-12-24T00:00:00,day,Line_2,Domestic,2025-02-04T00:00:00,74437,12493,True
VIN112494,SportSedan-S2,Mid-size,Black,Base,ICE,2024-12-14T00:00:00,evening,Line_2,Premium Export,2025-01-18T00:00:00,67776,12494,True
VIN112495,SportSedan-S2,Mid-size,Red,Luxury,ICE,2024-06-11T00:00:00,day,Line_1,Domestic,2024-07-02T00:00:00,63518,12495,True
VIN112496,CityHatch-C5,Compact,Black,Sport,ICE,2024-04-11T00:00:00,evening,Line_2,Domestic,2024-05-05T00:00:00,54323,12496,True
VIN112497,CityHatch-C5,Compact,Black,Base,Hybrid,2024-12-27T00:00:00,evening,Line_2,Domestic,2025-01-27T00:00:00,53669,12497,True
VIN112498,FamilySUV-M3,SUV,Red,Luxury,Electric,2024-07-02T00:00:00,night,Line_2,Domestic,2024-08-10T00:00:00,47641,12498,True
VIN112499,FamilySUV-M3,SUV,Brown,Sport,ICE,2024-06-05T00:00:00,day,Line_2,Domestic,2024-07-07T00:00:00,103252,12499,True
VIN112500,EcoSedan-X1,Compact,Blue,Luxury,ICE,2024-06-21T00:00:00,night,Line_2,Export,2024-07-24T00:00:00,101906,12500,True
VIN112501,LuxurySUV-L4,Premium SUV,White,Premium,ICE,2024-01-27T00:00:00,day,Line_1,Premium Export,2024-02-12T00:00:00,105143,12501,True
VIN112502,CityHatch-C5,Compact,White,Sport,ICE,2024-05-17T00:00:00,day,Line_1,Domestic,2024-06-27T00:00:00,69746,12502,True
VIN112503,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-07-26T00:00:00,day,Line_1,Premium Export,2024-08-14T00:00:00,98102,12503,False
VIN112504,EcoSedan-X1,Compact,Black,Sport,ICE,2024-01-22T00:00:00,day,Line_2,Domestic,2024-03-01T00:00:00,88906,12504,True
VIN112505,CityHatch-C5,Compact,White,Sport,Electric,2024-03-27T00:00:00,night,Line_2,Domestic,2024-05-09T00:00:00,84861,12505,True
VIN112506,EcoSedan-X1,Compact,Black,Sport,ICE,2024-10-12T00:00:00,day,Line_1,Domestic,2024-11-04T00:00:00,43613,12506,True
VIN112507,SportSedan-S2,Mid-size,Blue,Base,ICE,2024-08-04T00:00:00,day,Line_2,Domestic,2024-09-05T00:00:00,73066,12507,True
VIN112508,FamilySUV-M3,SUV,Gray,Luxury,ICE,2024-11-08T00:00:00,day,Line_2,Export,2024-11-26T00:00:00,82851,12508,True
VIN112509,EcoSedan-X1,Compact,Blue,Base,ICE,2024-11-19T00:00:00,evening,Line_2,Export,2024-12-25T00:00:00,44801,12509,True
VIN112510,SportSedan-S2,Mid-size,Silver,Luxury,ICE,2024-08-24T00:00:00,evening,Line_1,Domestic,2024-09-15T00:00:00,103941,12510,True
VIN112511,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-06-30T00:00:00,day,Line_1,Premium Export,2024-07-24T00:00:00,53461,12511,True
VIN112512,CityHatch-C5,Compact,Black,Luxury,Hybrid,2024-11-13T00:00:00,evening,Line_1,Domestic,2024-12-06T00:00:00,37391,12512,True
VIN112513,CityHatch-C5,Compact,Gray,Sport,Hybrid,2024-07-13T00:00:00,day,Line_2,Domestic,2024-08-26T00:00:00,62696,12513,True
VIN112514,WorkTruck-T6,Commercial,Black,Luxury,ICE,2024-04-01T00:00:00,evening,Line_1,Domestic,2024-05-06T00:00:00,50857,12514,True
VIN112515,EcoSedan-X1,Compact,White,Sport,ICE,2024-03-06T00:00:00,evening,Line_1,Export,2024-04-13T00:00:00,70537,12515,True
VIN112516,CityHatch-C5,Compact,Black,Sport,Electric,2024-03-24T00:00:00,night,Line_2,Domestic,2024-04-15T00:00:00,44520,12516,True
VIN112517,CityHatch-C5,Compact,Other,Sport,ICE,2024-10-05T00:00:00,day,Line_2,Domestic,2024-11-04T00:00:00,77535,12517,True
VIN112518,SportSedan-S2,Mid-size,Gray,Base,ICE,2024-04-11T00:00:00,day,Line_1,Domestic,2024-05-05T00:00:00,96615,12518,True
VIN112519,CityHatch-C5,Compact,White,Sport,ICE,2024-12-17T00:00:00,night,Line_2,Domestic,2025-01-29T00:00:00,81292,12519,False
VIN112520,FamilySUV-M3,SUV,Black,Base,Hybrid,2024-01-14T00:00:00,day,Line_1,Domestic,2024-02-25T00:00:00,61243,12520,True
VIN112521,EcoSedan-X1,Compact,Brown,Premium,ICE,2024-02-21T00:00:00,evening,Line_2,Export,2024-03-19T00:00:00,78411,12521,True
VIN112522,SportSedan-S2,Mid-size,Silver,Sport,ICE,2024-05-24T00:00:00,night,Line_1,Premium Export,2024-06-13T00:00:00,84707,12522,True
VIN112523,LuxurySUV-L4,Premium SUV,Silver,Sport,ICE,2024-04-07T00:00:00,day,Line_2,Premium Export,2024-05-21T00:00:00,108315,12523,True
VIN112524,CityHatch-C5,Compact,Black,Sport,Hybrid,2024-05-02T00:00:00,evening,Line_2,Domestic,2024-06-03T00:00:00,62505,12524,True
VIN112525,FamilySUV-M3,SUV,Other,Base,Hybrid,2024-02-16T00:00:00,night,Line_2,Domestic,2024-03-11T00:00:00,75156,12525,True
VIN112526,EcoSedan-X1,Compact,White,Sport,Hybrid,2024-12-27T00:00:00,night,Line_1,Domestic,2025-01-14T00:00:00,42961,12526,True
VIN112527,SportSedan-S2,Mid-size,White,Sport,ICE,2024-11-22T00:00:00,day,Line_1,Premium Export,2024-12-15T00:00:00,107090,12527,True
VIN112528,WorkTruck-T6,Commercial,Black,Premium,ICE,2024-12-29T00:00:00,night,Line_1,Commercial Export,2025-01-31T00:00:00,42610,12528,True
VIN112529,EcoSedan-X1,Compact,Black,Luxury,ICE,2024-09-20T00:00:00,day,Line_1,Export,2024-10-20T00:00:00,79273,12529,False
VIN112530,WorkTruck-T6,Commercial,Blue,Sport,Hybrid,2024-12-01T00:00:00,night,Line_2,Commercial Export,2025-01-03T00:00:00,43788,12530,True
VIN112531,CityHatch-C5,Compact,Brown,Sport,Hybrid,2024-04-08T00:00:00,day,Line_2,Domestic,2024-04-24T00:00:00,73148,12531,True
VIN112532,CityHatch-C5,Compact,Black,Base,ICE,2024-12-18T00:00:00,night,Line_2,Domestic,2025-01-18T00:00:00,74883,12532,True
VIN112533,FamilySUV-M3,SUV,White,Base,Hybrid,2024-11-24T00:00:00,night,Line_2,Domestic,2025-01-02T00:00:00,110605,12533,True
VIN112534,EcoSedan-X1,Compact,Black,Base,Hybrid,2024-07-13T00:00:00,evening,Line_2,Export,2024-08-07T00:00:00,74596,12534,True
VIN112535,LuxurySUV-L4,Premium SUV,White,Luxury,ICE,2024-01-04T00:00:00,night,Line_2,Premium Export,2024-02-12T00:00:00,96484,12535,True
VIN112536,WorkTruck-T6,Commercial,Silver,Sport,ICE,2024-02-18T00:00:00,night,Line_2,Commercial Export,2024-03-29T00:00:00,101572,12536,True
VIN112537,FamilySUV-M3,SUV,White,Sport,Hybrid,2024-10-20T00:00:00,day,Line_2,Domestic,2024-11-07T00:00:00,114556,12537,True
VIN112538,SportSedan-S2,Mid-size,White,Base,Hybrid,2024-10-13T00:00:00,day,Line_1,Domestic,2024-11-23T00:00:00,75478,12538,True
VIN112539,FamilySUV-M3,SUV,Blue,Luxury,Hybrid,2024-05-06T00:00:00,day,Line_2,Domestic,2024-05-31T00:00:00,114483,12539,True
VIN112540,EcoSedan-X1,Compact,White,Base,Electric,2024-01-08T00:00:00,evening,Line_2,Export,2024-01-22T00:00:00,102816,12540,True
VIN112541,CityHatch-C5,Compact,Black,Base,ICE,2024-05-20T00:00:00,day,Line_2,Domestic,2024-06-11T00:00:00,38740,12541,True
VIN112542,CityHatch-C5,Compact,Gray,Base,Hybrid,2024-05-22T00:00:00,day,Line_2,Domestic,2024-07-01T00:00:00,79402,12542,True
VIN112543,CityHatch-C5,Compact,Green,Base,Hybrid,2024-08-31T00:00:00,day,Line_2,Domestic,2024-09-20T00:00:00,41526,12543,True
VIN112544,FamilySUV-M3,SUV,White,Premium,ICE,2024-09-28T00:00:00,day,Line_2,Export,2024-10-20T00:00:00,106408,12544,True
VIN112545,CityHatch-C5,Compact,Gray,Luxury,Hybrid,2024-12-29T00:00:00,evening,Line_2,Domestic,2025-01-27T00:00:00,61216,12545,True
VIN112546,CityHatch-C5,Compact,White,Sport,ICE,2024-05-30T00:00:00,evening,Line_1,Domestic,2024-06-24T00:00:00,54772,12546,True
VIN112547,FamilySUV-M3,SUV,White,Sport,ICE,2024-07-23T00:00:00,day,Line_2,Export,2024-08-10T00:00:00,104937,12547,True
VIN112548,FamilySUV-M3,SUV,Gray,Sport,ICE,2024-06-10T00:00:00,night,Line_1,Export,2024-07-03T00:00:00,116494,12548,True
VIN112549,SportSedan-S2,Mid-size,Blue,Base,ICE,2024-04-13T00:00:00,evening,Line_1,Domestic,2024-05-26T00:00:00,61915,12549,True
VIN112550,FamilySUV-M3,SUV,Black,Base,Hybrid,2024-12-29T00:00:00,night,Line_1,Export,2025-02-08T00:00:00,91319,12550,True
VIN112551,FamilySUV-M3,SUV,Red,Base,ICE,2024-12-03T00:00:00,evening,Line_1,Domestic,2025-01-05T00:00:00,111726,12551,True
VIN112552,LuxurySUV-L4,Premium SUV,Red,Luxury,ICE,2024-12-10T00:00:00,day,Line_2,Premium Export,2025-01-23T00:00:00,76123,12552,True
VIN112553,LuxurySUV-L4,Premium SUV,Silver,Luxury,Hybrid,2024-03-08T00:00:00,day,Line_2,Premium Export,2024-04-15T00:00:00,89865,12553,True
VIN112554,EcoSedan-X1,Compact,White,Base,ICE,2024-07-17T00:00:00,day,Line_2,Export,2024-08-18T00:00:00,54790,12554,True
VIN112555,WorkTruck-T6,Commercial,Silver,Sport,ICE,2024-05-03T00:00:00,evening,Line_1,Domestic,2024-05-25T00:00:00,68843,12555,True
VIN112556,LuxurySUV-L4,Premium SUV,White,Base,Hybrid,2024-05-30T00:00:00,evening,Line_2,Premium Export,2024-06-16T00:00:00,118933,12556,True
VIN112557,CityHatch-C5,Compact,Blue,Luxury,Hybrid,2024-03-31T00:00:00,evening,Line_1,Domestic,2024-04-21T00:00:00,50198,12557,True
VIN112558,LuxurySUV-L4,Premium SUV,White,Sport,ICE,2024-06-10T00:00:00,day,Line_2,Premium Export,2024-07-23T00:00:00,110989,12558,True
VIN112559,CityHatch-C5,Compact,Gray,Premium,ICE,2024-02-28T00:00:00,day,Line_2,Domestic,2024-03-24T00:00:00,50312,12559,True
VIN112560,WorkTruck-T6,Commercial,Gray,Luxury,ICE,2024-01-29T00:00:00,night,Line_2,Commercial Export,2024-02-15T00:00:00,65549,12560,True
VIN112561,SportSedan-S2,Mid-size,Silver,Premium,Hybrid,2024-01-29T00:00:00,day,Line_1,Domestic,2024-03-08T00:00:00,59262,12561,True
VIN112562,WorkTruck-T6,Commercial,Black,Sport,ICE,2024-12-21T00:00:00,evening,Line_2,Domestic,2025-01-25T00:00:00,85039,12562,True
VIN112563,CityHatch-C5,Compact,Silver,Sport,ICE,2024-02-17T00:00:00,night,Line_2,Domestic,2024-03-25T00:00:00,35963,12563,True
